candidate_id,label,hard_negative,next_topic_leakage_case,control_accepted,variant_accepted,control_first_death,variant_first_death,why_changed,safety_review,acceptable
c=76610baaa229,FAIL,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=3dc8dcadbf82,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=48144e00ee76,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=503330aaac70,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=9e2f4ad5335b,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=fb53d482602c,FAIL,true,true,false,true,05_ENDING_CONFIDENCE,,newly accepted,NEW_SILVER_FAIL_OR_FLAGGED,false
c=fc04f4dddf56,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=307b36cbd455,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b15dabd9174b,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=444cbf2983a5,FAIL,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=8fb87e3eee31,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=94c1d6f70ec3,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=a71f49296e03,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=714e622ee615,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=ff1425ba1aab,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=7170e0ea5e66,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=7d4430531900,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=63588cb5a4d5,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=691da259af02,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=873094e659a8,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=ad82ae1cf740,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4e72a74a4aef,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=7f0b9ecd2722,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4b4140b215e1,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4802ebe604ca,FAIL,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=6e2a670a1e2b,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0ddb01423bed,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=211771226651,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=407d4ce69d2c,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=6aa93bf835b8,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=62ab2e18cd84,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=686eb3873232,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=8c340cb61a7d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=19e3a9aca16c,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=339c47686d73,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0f341df5a7fd,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=df3e918b0403,FAIL,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=88767cded5c8,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,12_ACCEPTANCE_THRESHOLD,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=80e68aabcf35,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0cc4b9bf6295,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b61f744789d9,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=ef1b8926843f,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=2fae9d6556ea,FAIL,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=17966edf9841,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=97bb57f1134d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=118e79831011,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=db867b4124ae,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=59d1a5729434,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=abf3ba28a4a0,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=d1aa8efdcce1,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=641d9229f4e8,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=a3109cc0afc5,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0331d2e45170,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=d1eafe8fd471,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=96135d88b859,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4a5abdaf18ee,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=844e021c42a1,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=c6d1569a55bb,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=56ec02aa52d8,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b0b734b3b5b2,FAIL,false,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=cf319752a204,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=3068d327dfa7,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=e783bacc435d,PASS,false,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,CLEAN,true
c=6723b7bdf8dc,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=3459e4222cde,REVIEW,false,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,FLAGGED_SAFETY_CLASS,true
c=cfd84744cbe9,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=7701843ac826,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=01cc16e7bdef,PASS,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,FLAGGED_SAFETY_CLASS,true
c=8de3144cf943,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=fa978ff5ed06,FAIL,false,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=229d91405599,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=d5c53cc0f5ac,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=7a67586b3612,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=3d68f9336412,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=64020c313d04,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=df9089cafca9,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=522a46ef783d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=d08b5d5f0afc,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=badf9c1ab163,FAIL,true,true,false,false,07_DURATION_GATE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=eefacc554f3b,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=fb3445576f0c,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=790da887f28a,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=64904eef664a,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=e227de47511f,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=29afaa193e22,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=62635bce5e7d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0715279202c9,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0eefa9fa69ca,FAIL,true,false,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4393357e447d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=fd3af6fdd140,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0993798a6756,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4fbd11552d31,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=3dea3e5457fa,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=4dd5f671a4bf,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=5c8e458608a5,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b356115ea703,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0a8930d6547d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=0ea0eec5861d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=bb5e426b24d4,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b0f88c74d568,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=b93dea14069f,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=954b13bd8fc5,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=6e6c50932afe,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=9e6083fd582d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=cc93f78f2560,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=89c7ff470ab9,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=6065a196f512,FAIL,true,true,false,true,05_ENDING_CONFIDENCE,,newly accepted,NEW_SILVER_FAIL_OR_FLAGGED,false
c=1050a749a4ab,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=30530741cb5d,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=cd6ab088f406,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,12_ACCEPTANCE_THRESHOLD,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=3ec20b4e7bdb,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=39bc82d281fe,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
c=ef880ff1313e,FAIL,true,true,false,false,05_ENDING_CONFIDENCE,03_START_GATE,no longer accepted / first-death moved,NEW_SILVER_FAIL_OR_FLAGGED,true
