candidate_id,episode_id,split,label,variant_id,first_death,first_death_reason,final_accepted,final_score
"c=ece1e800fa4f","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6b38799aa57a","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=af040325416f","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=d221a831ff98","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=f9a010a766c0","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=1b9ff32f697c","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=61af689ce18e","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=604b0e1e55b3","I6wCuvvaRPI","legacy","PASS","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=bfd6914a0bba","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e293b5a7b8de","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=0159d2fa546a","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=74d78c93d5fa","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=85137df55867","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=b558e0c55c77","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=bf2f10565902","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=2a736ae0a24d","I6wCuvvaRPI","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4ed36065fce2","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=142081bda5dd","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=55e0c0081114","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=c87b619e7633","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=aff04c395564","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=814fe10f8eec","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6a8b73599c4a","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=c463cf20cb6f","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=863e40f6ff3c","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=89f5f2623db5","GOqEl4ADyVk","legacy","PASS","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=60ffcb2236cf","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=249972abe948","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE,LATE_HOOK","false",
"c=9ee1e4c7428c","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=9c6976be5cda","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=cf73aca0269d","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=25019c795a66","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=937ad36c16ad","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=c578805cc019","GOqEl4ADyVk","legacy","FAIL","E3","06_CONTAMINATION_GATE","NEXT_TOPIC_CONTAMINATION (after repair attempt)","false",
"c=f036b224755b","GOqEl4ADyVk","legacy","REVIEW","E3","12_ACCEPTANCE_THRESHOLD","score 65 < 70","false","65"
"c=858a8a6ecf9e","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=04cb286eea2a","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=accb7b3fcd00","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=cb7c24e086da","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=20397136965a","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=f4f0d296e652","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=3de6906bccbc","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=821d405b9509","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=485597b1210b","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9d26b621a34f","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=538936b2e616","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=76610baaa229","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=3dc8dcadbf82","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4581b681c518","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=48144e00ee76","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=fbd1bc763d4a","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=503330aaac70","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e9d59309dde8","GOqEl4ADyVk","legacy","FAIL","E3","07_DURATION_GATE","DURATION_MIN (after repair attempt)","false",
"c=9e2f4ad5335b","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=fb53d482602c","GOqEl4ADyVk","legacy","FAIL","E3","SURVIVED",,"true","78"
"c=fc04f4dddf56","GOqEl4ADyVk","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=74f265367eae","2HLGcRpw1hc","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 57 < 70","false","57"
"c=28f669e06042","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=307b36cbd455","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=9291e73da4b7","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=b15dabd9174b","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=444cbf2983a5","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=8fb87e3eee31","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,LATE_HOOK","false",
"c=24d31329eab4","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=1ee78f21623a","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9b246945fe8a","2HLGcRpw1hc","legacy","FAIL","E3","04_ENDING_COMPLETE","PENDING_ANSWER (after repair attempt)","false",
"c=94c1d6f70ec3","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=a71f49296e03","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4ac046c40e8b","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e7e3a7f65253","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=325250eefc6d","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=bb6c25c3cc97","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=714e622ee615","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=09f3d0ec2e77","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=ff1425ba1aab","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7170e0ea5e66","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7d4430531900","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=d5a8d94c2768","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=63588cb5a4d5","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=9a9beca1058c","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=691da259af02","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=873094e659a8","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=ad82ae1cf740","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4e72a74a4aef","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7f0b9ecd2722","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4b4140b215e1","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7fef935268ac","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=4802ebe604ca","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6e2a670a1e2b","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=1d3f657a5854","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=602b1b06cc12","2HLGcRpw1hc","legacy","FAIL","E3","07_DURATION_GATE","DURATION_MIN (after repair attempt)","false",
"c=0ddb01423bed","2HLGcRpw1hc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=91a937486ae3","UZ1kCEGjYX0","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 53 < 70","false","53"
"c=211771226651","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=407d4ce69d2c","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6aa93bf835b8","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e4ed462ee2d0","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e9ca5e935dbc","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=b0a36c1aa6f7","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=62ab2e18cd84","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=686eb3873232","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=8c340cb61a7d","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=19e3a9aca16c","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=8583317c867a","UZ1kCEGjYX0","legacy","FAIL","E3","07_DURATION_GATE","DURATION_HARD_MAX (after repair attempt)","false",
"c=339c47686d73","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=0f341df5a7fd","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=1ffaaadc2d40","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=df3e918b0403","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,LATE_HOOK","false",
"c=88767cded5c8","UZ1kCEGjYX0","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 66 < 70","false","66"
"c=80e68aabcf35","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=193cd026d77d","UZ1kCEGjYX0","legacy","FAIL","E3","07_DURATION_GATE","DURATION_MIN (after repair attempt)","false",
"c=ee8850485cce","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=0cc4b9bf6295","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=f33c9ba2ceab","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6e2330173a98","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=b61f744789d9","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e996af8e7116","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=ef1b8926843f","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=2fae9d6556ea","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=17966edf9841","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9a772ef2b3ca","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=97bb57f1134d","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=1d647afd843c","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=8293a0950af8","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=118e79831011","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4298428c2062","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=934df5c89124","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=db867b4124ae","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=59d1a5729434","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=abf3ba28a4a0","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=d1aa8efdcce1","UZ1kCEGjYX0","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=420db388eb4b","Hb2rKGfIOrM","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 66 < 70","false","66"
"c=641d9229f4e8","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=a3109cc0afc5","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=0331d2e45170","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=d1eafe8fd471","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7ab5199bccef","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=96135d88b859","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=661957b07cac","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=4a5abdaf18ee","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9844f4aaa141","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=844e021c42a1","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=17754a36d226","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=7be2bb6bbc80","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=c6d1569a55bb","Hb2rKGfIOrM","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=181a21d55be6","g2cQ2kD6lzs","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 65 < 70","false","65"
"c=325c3b998344","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=3607586cf74f","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT","false",
"c=f52eaf666cb1","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=56ec02aa52d8","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=6ceb32b3834a","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=b0b734b3b5b2","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT","false",
"c=cf319752a204","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT,UNRESOLVED_REFERENCE","false",
"c=3068d327dfa7","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=e783bacc435d","g2cQ2kD6lzs","legacy","PASS","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=6723b7bdf8dc","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=3459e4222cde","g2cQ2kD6lzs","legacy","REVIEW","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9b1950ff34af","g2cQ2kD6lzs","legacy","FAIL","E3","07_DURATION_GATE","DURATION_MIN (after repair attempt)","false",
"c=cfd84744cbe9","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7701843ac826","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=01cc16e7bdef","g2cQ2kD6lzs","legacy","PASS","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=9bfcef88df7e","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=8de3144cf943","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=cf899a0a5269","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=68f0f52434be","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=fa978ff5ed06","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT","false",
"c=229d91405599","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,LATE_HOOK","false",
"c=61196f3a5922","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=d5c53cc0f5ac","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=7a67586b3612","g2cQ2kD6lzs","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE,MISSING_CONTEXT","false",
"c=f07e6a244da9","Ive926sC6mc","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 69 < 70","false","69"
"c=004125b3d651","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=3d68f9336412","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=86144e9f6d7c","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=fa4b940ebea8","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=64020c313d04","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=3de206aea8a7","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=df9089cafca9","Ive926sC6mc","legacy","FAIL","E3","03_START_GATE","start gate hard failure: MID_SENTENCE","false",
"c=2c2570029319","Ive926sC6mc","legacy","FAIL","E3","12_ACCEPTANCE_THRESHOLD","score 68 < 70","false","68"
